gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,conm,curcd,act,ao,at,ceq,dltt,intan,ivaeq,ivao,lct,lo,lt,mibn,ppent,pstk,teq,txditc,costat
012141,2016-06-30,2016,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,139660.0000,3642.0000,193694.0000,71997.0000,41544.0000,21605.0000,,10431.0000,59357.0000,19320.0000,121697.0000,0.0000,18356.0000,0.0000,71997.0000,1476.0000,A
012141,2017-06-30,2017,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,159851.0000,6250.0000,241086.0000,72394.0000,78473.0000,45228.0000,,6023.0000,64527.0000,25161.0000,168692.0000,0.0000,23734.0000,0.0000,72394.0000,531.0000,A
012141,2018-06-30,2018,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,169662.0000,5642.0000,258848.0000,82718.0000,81935.0000,43736.0000,,3662.0000,58488.0000,35166.0000,176130.0000,0.0000,36146.0000,0.0000,82718.0000,541.0000,A
012141,2019-06-30,2019,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,175552.0000,12523.0000,286556.0000,102330.0000,79107.0000,49776.0000,,4849.0000,69420.0000,35466.0000,184226.0000,0.0000,43856.0000,0.0000,102330.0000,233.0000,A
012141,2020-06-30,2020,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,181915.0000,10438.0000,301311.0000,118304.0000,76205.0000,50389.0000,,5665.0000,72310.0000,34288.0000,183007.0000,0.0000,52904.0000,0.0000,118304.0000,204.0000,A
012141,2021-06-30,2021,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,184406.0000,11675.0000,333779.0000,141988.0000,71453.0000,57511.0000,,9384.0000,88657.0000,31483.0000,191791.0000,0.0000,70803.0000,0.0000,141988.0000,198.0000,A
012141,2022-06-30,2022,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,169684.0000,18097.0000,364840.0000,166542.0000,72363.0000,78822.0000,,10691.0000,95082.0000,30623.0000,198298.0000,0.0000,87546.0000,0.0000,166542.0000,230.0000,A
020779,2010-07-31,2010,INDL,C,D,STD,CSCO,CISCO SYSTEMS INC,USD,51421.0000,2450.0000,81130.0000,44267.0000,12188.0000,19948.0000,,3370.0000,19233.0000,5148.0000,36845.0000,18.0000,3941.0000,0.0000,44285.0000,276.0000,A
020779,2011-07-31,2011,INDL,C,D,STD,CSCO,CISCO SYSTEMS INC,USD,57231.0000,2305.0000,87095.0000,47226.0000,16234.0000,19359.0000,,4284.0000,17506.0000,5832.0000,39836.0000,33.0000,3916.0000,0.0000,47259.0000,264.0000,A
020779,2012-07-31,2012,INDL,C,D,STD,CSCO,CISCO SYSTEMS INC,USD,61933.0000,2871.0000,91759.0000,51286.0000,16297.0000,18957.0000,,4596.0000,17731.0000,6297.0000,40458.0000,15.0000,3402.0000,0.0000,51301.0000,133.0000,A
020779,2013-07-31,2013,INDL,C,D,STD,CSCO,CISCO SYSTEMS INC,USD,65521.0000,2197.0000,101191.0000,59120.0000,12928.0000,25322.0000,676.0000,4153.0000,22192.0000,6544.0000,42063.0000,8.0000,3322.0000,0.0000,59128.0000,399.0000,A
020779,2014-07-31,2014,INDL,C,D,STD,CSCO,CISCO SYSTEMS INC,USD,67114.0000,2360.0000,105134.0000,56654.0000,20401.0000,27519.0000,702.0000,4187.0000,19809.0000,7894.0000,48473.0000,7.0000,3252.0000,0.0000,56661.0000,369.0000,A
020779,2015-07-31,2015,INDL,C,D,STD,CSCO,CISCO SYSTEMS INC,USD,76283.0000,2266.0000,113481.0000,59698.0000,21457.0000,26845.0000,578.0000,4177.0000,23623.0000,8448.0000,53774.0000,9.0000,3332.0000,0.0000,59707.0000,246.0000,A
020779,2016-07-31,2016,INDL,C,D,STD,CSCO,CISCO SYSTEMS INC,USD,78719.0000,5140.0000,121652.0000,63586.0000,24483.0000,29126.0000,174.0000,4987.0000,24911.0000,8395.0000,58067.0000,-1.0000,3506.0000,0.0000,63585.0000,278.0000,A
020779,2017-07-31,2017,INDL,C,D,STD,CSCO,CISCO SYSTEMS INC,USD,83703.0000,4767.0000,129818.0000,66137.0000,25725.0000,32305.0000,124.0000,5597.0000,27583.0000,10102.0000,63681.0000,0.0000,3322.0000,0.0000,66137.0000,271.0000,A
020779,2018-07-31,2018,INDL,C,D,STD,CSCO,CISCO SYSTEMS INC,USD,61837.0000,3705.0000,108784.0000,43204.0000,20331.0000,34258.0000,118.0000,5860.0000,27035.0000,18073.0000,65580.0000,0.0000,3006.0000,0.0000,43204.0000,141.0000,A
020779,2019-07-31,2019,INDL,C,D,STD,CSCO,CISCO SYSTEMS INC,USD,47755.0000,4880.0000,97793.0000,33571.0000,14475.0000,35730.0000,87.0000,6552.0000,31712.0000,17940.0000,64222.0000,0.0000,2789.0000,0.0000,33571.0000,95.0000,A
020779,2020-07-31,2020,INDL,C,D,STD,CSCO,CISCO SYSTEMS INC,USD,43573.0000,5532.0000,94853.0000,37920.0000,12239.0000,35382.0000,71.0000,6921.0000,25331.0000,19282.0000,56933.0000,0.0000,3374.0000,0.0000,37920.0000,81.0000,A
020779,2021-07-31,2021,INDL,C,D,STD,CSCO,CISCO SYSTEMS INC,USD,39112.0000,6781.0000,97497.0000,41275.0000,9849.0000,41787.0000,,6384.0000,26257.0000,19982.0000,56222.0000,0.0000,3433.0000,0.0000,41275.0000,134.0000,A
020779,2022-07-31,2022,INDL,C,D,STD,CSCO,CISCO SYSTEMS INC,USD,36717.0000,7503.0000,94002.0000,39773.0000,9140.0000,40873.0000,,5909.0000,25640.0000,19394.0000,54229.0000,0.0000,3000.0000,0.0000,39773.0000,55.0000,A
